infobox_type	proposed_category	count	was_included	include_in_future
indy500	other	6	0	0
pyramid	other	6	0	0
nfl	other	6	0	0
college_football_bowl_season	place	6	0	0
squash_team	other	6	0	0
rail_companies	other	6	0	0
disease	other	6	0	0
asian_games_bid	other	6	0	0
fictional_organisation	pol_mil_organization	6	0	0
mosconi_cup	other	6	0	0
arizona_legislature	pol_mil_organization	6	0	0
state_opening	other	6	0	0
stanley_cup_final	other	6	0	0
baseball_hall_of_fame_ballot	other	6	0	0
cycling_championships	other	6	0	0
olympic_sport	other	6	0	0
brazilian_carnival	other	6	0	0
cvg_system	other	6	0	0
usfl_team	other	6	0	0
county_at_gymnastics_event	other	6	0	0
american_championship_car_season	other	6	0	0
cinema	other	6	0	0
populated_place	other	6	0	0
national_american_football_team	other	6	0	0
personal_bibliography	other	6	0	0
kabaddi_league	other	6	0	0
sports_conference	other	6	0	0
ep	other	6	0	0
igtc_race_report	other	6	0	0
street/route	other	6	0	0
diplomatic_crisis	other	6	0	0
medical_intervention_(new)	other	5	0	0
cable	other	5	0	0
london_station	place	5	0	0
tv_channel	other	5	0	0
cricket_season	other	5	0	0
expansion_draft	other	5	0	0
u.s._impeachment_inquiry	other	5	0	0
afl_season	other	5	0	0
politician_(general)	person	5	1	0
unit	other	5	0	0
ecumenical_council	other	5	0	0
foundation	other	5	0	0
solar_eclipse	other	5	0	0
internet_exchange_point	other	5	0	0
comics_in_other_media	other	5	0	0
cinema_market	other	5	0	0
fictional_artifact	artifact	5	0	0
year_in_athletics	other	5	0	0
brain	other	5	0	0
golf_course	other	5	0	0
disc_golf_course	other	5	0	0
mathematical_statement	person	5	0	0
emblem_wide	other	5	1	0
soccer_biography	person	5	1	0
french_constituency	pol_mil_organization	5	0	0
film_movement	other	5	0	0
legal_case	other	5	0	0
religious_person	person	5	1	0
baseball_player	other	5	0	0
national_kabaddi_team	other	5	0	0
docks	other	5	0	0
symbol	other	5	0	0
political_system	other	5	0	0
high_school_student_assessments_in_michigan	place	5	0	0
diplomat	person	5	0	0
interbank_network	other	5	0	0
astronomical_survey	other	5	0	0
nerve	other	5	0	0
australian_rules_football_league	other	5	0	0
baseball_championship_tournament	other	5	0	0
trade_union	other	5	0	0
publication	other	5	0	0
sports_game	other	5	0	0
comics_creator_biblio	other	5	0	0
encryption_method	concepts	5	0	0
league_system	other	5	0	0
students_union	other	5	0	0
australian_members_of_parliament_lists	pol_mil_organization	5	0	0
viceroy_styles	other	5	1	0
university_boat_races	place	5	0	0
ncaa_softball_tournament	other	5	0	0
fcf_season	other	5	0	0
bantu_name	other	5	0	0
football_referee	other	5	1	0
video_game_online_service	artifact	5	0	0
rugby_league	other	5	0	0
wnba_all-star_game	other	5	0	0
terrestrial_impact_site	place	5	0	0
town	place	5	0	0
currency_sign	other	5	0	0
mlb_home_run_derby	other	5	0	0
hottest_100	other	5	0	0
cpu_series	other	5	0	0
winter_storm	event	5	0	0
basketball_team	other	5	0	0
national_softball_team	other	5	0	0
district	other	5	0	0
sharee	other	5	0	0
asian_games_event	other	5	0	0
geologic_timespan	historical_period	5	0	0
ncaa_wrestling_tournament	other	5	0	0
local_tornado_season	event	5	0	0
weather_event/tornado_family	event	5	0	0
buddhist_biography	person	5	0	0
national_netball_team	other	5	0	0
marching_band	other	4	0	0
kantar_rating	other	4	0	0
haplogroup	other	4	0	0
tectonic_plate	other	4	0	0
ncaa_division_ii_ice_hockey_tournament	other	4	0	0
game_series	other	4	0	0
cat_breed	other	4	0	0
nba_all-star_game	other	4	0	0
non-integer_number	other	4	0	0
knot	other	4	0	0
sea_games_event	other	4	0	0
belgium_municipality	place	4	0	0
diamond	other	4	0	0
rock_band_dlc	other	4	0	0
ncaa_softball_season	other	4	0	0
dialect	other	4	0	0
superfund	other	4	0	0
regulated_ppe	other	4	0	0
commander	other	4	1	0
hot_spring	other	4	0	0
watch	other	4	0	0
swim_team	other	4	0	0
plant_disease	other	4	0	0
hillclimb_venue	place	4	0	0
personal_computer	artifact	4	0	0
hymnal	other	4	0	0
weather_event/aus	event	4	0	0
entertainer	other	4	0	0
pig_breed	other	4	0	0
koryu	other	4	0	0
monarch_styles	person	4	1	0
presidential_government	pol_mil_organization	4	0	0
communist_organ	other	4	0	0
soccer_tournament_season	other	4	0	0
california_supreme_court_case	other	4	0	0
place_geography	other	4	0	0
medical_specialty	other	4	0	0
statue	other	4	0	0
smartphone	artifact	4	0	0
dual_roller_coaster	other	4	0	0
chartplatzierungen	other	4	1	0
video_game_system	artifact	4	0	0
rock	other	4	0	0
cdl_team_season	other	4	0	0
vehicle_registration_plate	other	4	0	0
agreement	other	4	0	0
art_historian	person	4	0	0
hockey_league	other	4	0	0
olympic_cycling_event	other	4	0	0
new_york_coa_case	other	4	0	0
united_states_congress	other	4	0	0
titulardiocese	other	4	0	0
americas_cup_yacht	other	4	0	0
hieroglyphs	other	4	1	0
playwright	other	4	0	0
indycar_team	other	4	0	0
list_of_episodes	other	4	0	0
orienteering_world_cup	other	4	0	0
uniformed_officer	other	4	1	0
smartwatch	other	4	0	0
wrc_team	other	4	0	0
electronic_component	other	4	0	0
central_bank	other	4	0	0
region	other	4	0	0
roller_derby_league	other	4	0	0
srx_race_report	other	4	0	0
little_league_world_series_qualification	other	4	0	0
corporation	business	4	0	0
sexuality	other	4	0	0
dance_company	business	4	0	0
shinty_club	other	4	0	0
plane_crash	event	4	0	0
league_season	other	4	0	0
antigua_and_barbuda_place	other	4	0	0
incumbency	other	4	0	0
musical_instrument	artifact	4	0	0
vein	other	4	0	0
world_heritage_site	place	4	0	0
college_gymnastics_team	place	4	0	0
uk_transmitter	other	4	0	0
miracle	other	4	0	0
national_motorcycle_speedway_team	artifact	4	0	0
fictional_character	other	4	0	0
index	other	4	0	0
magic:_the_gathering_player	other	4	0	0
railway_line	other	4	0	0
natural_region	other	4	0	0
international_korfball_competition	other	4	0	0
basketball_country_season	pol_mil_organization	4	0	0
historical_period	historical_period	4	0	0
gaelic_games_tournament	other	4	0	0
animanga/manga	artifact	4	0	0
comic_book	artifact	4	0	0
indian_state_legislative_assembly_constituency	pol_mil_organization	4	0	0
pigeon_breed	other	4	0	0
comedy_group	other	3	0	0
alternative_intervention	other	3	0	0
distributed_computing_project	other	3	0	0
u.s._presidential_commission	other	3	0	0
aoe	other	3	0	0
software_license	other	3	0	0
fabergé_egg	other	3	0	0
radio_station_dual	place	3	0	0
attraction_model	person	3	0	0
country_geography	pol_mil_organization	3	0	0
internet_personality	other	3	0	0
us_ambassador	person	3	0	0
candidate	other	3	1	0
kibbutz	other	3	0	0
video_game_character	artifact	3	0	0
fictional_organization	pol_mil_organization	3	0	0
polyhedron	other	3	0	0
archbishop	other	3	0	0
goat_breed	other	3	0	0
tennis_player	other	3	0	0
united_states_impeachment_trial	other	3	0	0
wtcc_race	other	3	0	0
college_squash_school	place	3	0	0
computing_standard	other	3	0	0
societies	other	3	0	0
education	other	3	0	0
doctor_who_doctor	person	3	0	0
ucr	other	3	0	0
vg_system	other	3	0	0
nasa_astronaut_group	person	3	0	0
train_consist	artifact	3	0	0
philippine_super_liga_conference	other	3	0	0
tea	other	3	0	0
cpu_architecture	other	3	0	0
television_advert	artifact	3	0	0
mining	other	3	0	0
philgenchamp	other	3	0	0
awards_list/custom	other	3	0	0
alternative_medicine	other	3	0	0
equestrian_event	person	3	0	0
cyberattack	event	3	0	0
listed_building	place	3	0	0
soccer_tournament	other	3	0	0
gold_mine	place	3	0	0
bishop_styles_to_be_hidden_until_consecration_as_bishop	person	3	0	0
squash_wsf_tournament	other	3	0	0
transmitter	other	3	0	0
epidemic	event	3	0	0
muslim_scholars	other	3	0	0
triathlete	other	3	0	0
network	other	3	0	0
death	other	3	0	0
refinery	other	3	0	0
winter_season	other	3	0	0
russian_village	place	3	0	0
vg_online_service	other	3	0	0
slovak_place	other	3	0	0
road/shieldmain/phl	place	3	0	0
fictional_family	other	3	0	0
lds_in_state	other	3	0	0
spacecraft_instrument	artifact	3	0	0
vg_character	other	3	0	0
road/usbr_browse	place	3	0	0
equilibrium	other	3	0	0
graph	other	3	0	0
basketball_tournament_at_games	other	3	0	0
dataset	other	3	0	0
asian_games_sport	other	3	0	0
cape	place	3	0	0
chemist	person	3	0	0
bill	other	3	0	0
monk	person	3	0	0
sport_wrestler	person	3	0	0
comics_set_index	other	3	0	0
calculator	other	3	0	0
producer_discography	other	3	0	0
weather_type	other	3	0	0
australian_federal_parliaments	other	3	0	0
webcomic	other	3	0	0
place_symbols	other	3	1	0
coup_d'état	event	3	0	0
synchronized_skating_team	other	3	0	0
postage_stamp	artifact	3	0	0
bus_terminal	other	3	0	0
financial_index	other	3	0	0
colombia_cabinet	other	3	0	0
college_marching_band	place	3	0	0
particle_accelerator	other	3	0	0
electricity_sector	other	3	0	0
novel_series	other	3	0	0
league	other	3	0	0
reactor	other	3	0	0
eucom_spp	other	3	0	0
college_softball_team	place	3	0	0
crater	other	3	0	0
incident	other	3	0	0
artery	other	3	0	0
paranormal_creature	other	3	0	0
soccer_player	person	3	0	0
artificial_intelligence	other	3	0	0
military_post	other	3	0	0
military_campaign	other	3	0	0
railway	other	3	0	0
assassination	event	3	0	0
gaelic_games_county_board	other	3	0	0
soccer_match	other	3	0	0
uk_university_rankings	place	3	0	0
technology	concepts	3	0	0
books	other	3	0	0
nfl_coach	other	3	0	0
reservoir	other	3	0	0
road/shieldmain/can	place	3	0	0
road/shieldmain/omn	place	3	0	0
dmu	other	3	0	0
mma_training_associations	other	3	0	0
asian_games_torch_relay	other	2	0	0
english_case	other	2	0	0
nsp	other	2	0	0
bottled_water	other	2	0	0
egyptian_pyramid	other	2	0	0
ferry_route	other	2	0	0
football_club_season2	other	2	0	0
archive/wikidata	other	2	0	0
diving_equipment	other	2	0	0
aqueduct_navigable	other	2	0	0
telecommunications_network	other	2	0	0
ncaa_ice_hockey_team_season	other	2	0	0
buddhist_term	other	2	0	0
soil	other	2	0	0
particle	other	2	0	0
shogi_tournament	other	2	0	0
integer_sequence	other	2	0	0
austrian_cabinet	other	2	0	0
football_competition	other	2	0	0
material	other	2	0	0
donkey	other	2	0	0
vacuum_tube	other	2	0	0
peninsula	other	2	0	0
pro_bowl	other	2	0	0
commonwealth_games_queen's_baton_relay	other	2	0	0
heteropolypeptide	other	2	0	0
pilot	person	2	0	0
emission_nebula	other	2	0	0
sports_centre	other	2	0	0
diver	other	2	0	0
fishery	other	2	0	0
u.s._presidential_elections_by_state	other	2	0	0
women_by_region	other	2	0	0
cuisine	other	2	0	0
high_school	place	2	0	0
singapore_parliament	pol_mil_organization	2	0	0
university_ranking	place	2	0	0
ambulance_company	business	2	0	0
telephone_area_code	other	2	0	0
greyhound	other	2	0	0
service_record	other	2	0	0
cardgame	other	2	0	0
kana	other	2	0	0
fictional_object	other	2	0	0
cycling_hill_climb	other	2	0	0
v8_supercar_team	other	2	0	0
martial_art_group	other	2	0	0
f1_race	other	2	0	0
baseball_league_wild_card_game	other	2	0	0
rugby_union_club	other	2	0	0
soccer_club	other	2	0	0
america's_cup_team	other	2	0	0
boxing_team	other	2	0	0
raga	other	2	0	0
nepalese_political_party	pol_mil_organization	2	1	0
theater	other	2	0	0
australian_political_party	pol_mil_organization	2	0	0
battery	other	2	0	0
weather_event/metservice	event	2	0	0
president_styles	person	2	1	0
jain_temple	place	2	0	0
vietnamese_name	other	2	0	0
national_korfball_team	other	2	0	0
education_in_country	pol_mil_organization	2	0	0
senator	other	2	0	0
aqueduct	other	2	0	0
administrative_division	other	2	0	0
television_station_dual	place	2	0	0
polish_coat_of_arms	other	2	0	0
royal	person	2	0	0
motorsport_round	other	2	0	0
ukrainian_legislative_office	other	2	1	0
academic_journal	person	2	0	0
official_event	other	2	0	0
theatre/wikidata	other	2	0	0
cloud_type	other	2	0	0
data_structure	other	2	0	0
fcf_team	other	2	0	0
stellar_association	other	2	0	0
mlb_mascot	other	2	0	0
planetary_nebula	other	2	0	0
comics_nationality	other	2	0	0
former_f1_team	other	2	0	0
military_exercise	other	2	0	0
commonwealth_games_bid	other	2	0	0
demographics	other	2	1	0
disney_ride	other	2	0	0
universiade_sport	other	2	0	0
blog	other	2	0	0
genetically_modified_organism	other	2	0	0
composition	other	2	0	0
united_nations_security_council_election_odd	event	2	0	0
cathedral	other	2	0	0
whitewater_course	other	2	0	0
4-polytope	other	2	0	0
ski_resort	other	2	0	0
weather_event/meteorology	event	2	0	0
esl_club	other	2	0	0
magic:_the_gathering_set	other	2	0	0
canyon	other	2	0	0
russian_town	place	2	0	0
aircraft_crash	artifact	2	0	0
waka	other	2	0	0
original_english_manga	artifact	2	0	0
professor	other	2	0	0
college_wrestling_team	place	2	0	0
college_mascot	place	2	0	0
olympic_water_polo_tournament	other	2	0	0
aircraft_flight	artifact	2	0	0
local_impacts	other	2	0	0
gotra	other	2	0	0
disney_resort	other	2	0	0
municipality	place	2	0	0
birth_control	other	2	0	0
aircraft_incident	artifact	2	0	0
american_indian_chief	other	2	0	0
hockey_awards	other	2	0	0
memory	other	2	0	0
sea	other	2	0	0
bone	other	2	0	0
ligament	other	2	0	0
code	other	2	0	0
waterbody	other	2	0	0
european_parliament_group	pol_mil_organization	2	0	0
theory	other	2	0	0
hymn	other	2	0	0
laser_aiming_module	other	2	0	0
upanishad	other	2	0	0
football_team	other	2	0	0
bodybuilding_contest	other	2	0	0
dependency	other	2	0	0
martyrs	other	2	0	0
turf_race	other	2	0	0
chancellor	other	2	0	0
dynasty	historical_period	2	0	0
art	other	2	0	0
united_states_federal_legislation	other	2	0	0
witness_protection	other	2	0	0
former_settlement	place	2	0	0
roller_coaster/extend	other	2	0	0
tram_route	other	2	0	0
letter	other	2	0	0
wnba_team_season	other	2	0	0
designation	other	2	0	0
performer	other	2	0	0
volleyball_game	other	2	0	0
avionics	other	2	0	0
meteor_shower	other	2	0	0
application	other	2	0	0
handball_league	other	2	0	0
sport_club	other	2	0	0
inscription	other	2	0	0
medical_test	other	2	0	0
parti_politique_français/couleurs	other	2	1	0
interval	other	2	0	0
university_department	place	2	0	0
space_mission	other	2	0	0
computer_hardware_bus	artifact	1	0	0
indian_state_or_territory	other	1	0	0
filesystem	other	1	0	0
pretender	other	1	0	0
cricket_country_season	pol_mil_organization	1	0	0
college_fencing_team	place	1	0	0
european_parliament_term	pol_mil_organization	1	0	0
rebreather	other	1	0	0
tractate	other	1	0	0
officeholder/wikidata	person	1	1	0
japanese_snack	other	1	0	0
cricket_club	other	1	0	0
mathematics_function	person	1	0	0
medical_conditions	other	1	0	0
continental_cup	other	1	0	0
spanish_royalty_styles	person	1	1	0
video_game_awards	artifact	1	0	0
algerian_names	other	1	0	0
national_sitting_volleyball_team	other	1	0	0
intersex_rights	other	1	0	0
national_cerebral_palsy_football_team	other	1	0	0
uruguayan_politician	person	1	0	0
women	other	1	0	0
bishopric	other	1	0	0
npf_draft	other	1	0	0
training_course	other	1	0	0
territory	other	1	0	0
movie_camera	artifact	1	0	0
public_health_intervention	other	1	0	0
archive	other	1	0	0
hill_of_rome	other	1	0	0
musical_scale	other	1	0	0
book/wikidata	artifact	1	0	0
u.s._college_admissions	place	1	0	0
seminary_school	place	1	0	0
water_supply_and_sanitation	other	1	0	0
windsurfer	other	1	0	0
metropolitan_area	other	1	0	0
org	other	1	0	0
uk_racecourse	other	1	0	0
probability_distribution_2	other	1	0	0
national_flag	other	1	0	0
reenactment_group	other	1	0	0
block_cipher	other	1	0	0
athletic_conference	other	1	0	0
pastor	other	1	0	0
performing_arts	other	1	0	0
sailing_team	other	1	0	0
albania_place	other	1	0	0
human_being	other	1	0	0
language/family-color	concepts	1	0	0
synoptic_hypothesis	other	1	0	0
egyptian_deity	other	1	0	0
fictional_vehicle	other	1	0	0
embryology	other	1	0	0
icelandic_political_party	pol_mil_organization	1	0	0
colour	other	1	0	0
us_cabinet	other	1	0	0
cell	other	1	0	0
college_water_polo_team	place	1	0	0
climbing_area	other	1	0	0
web	other	1	0	0
earthquakes_in_decade	other	1	0	0
video_game_engine	artifact	1	0	0
din	other	1	0	0
italy_frazione	other	1	0	0
power_plant	other	1	0	0
countries	other	1	0	0
london_cycleway	other	1	0	0
medical_equipment	other	1	0	0
new_york_legislature	pol_mil_organization	1	0	0
medical_speciality	other	1	0	0
bible_chapter	other	1	0	0
russian_term	other	1	0	0
bach_composition	other	1	0	0
asian_comic_series	other	1	0	0
weather_event/scale	event	1	0	0
ship_image	artifact	1	0	0
ship_career	artifact	1	0	0
ship_characteristics	artifact	1	0	0
college_rifle_team	place	1	0	0
irc_network	other	1	0	0
portugal_place	other	1	0	0
basketball_club2	other	1	0	0
supercars_championship_team	other	1	0	0
sanitation_technology	other	1	0	0
time_zone_continent	other	1	0	0
mythical_character	other	1	0	0
chemical_analysis	other	1	0	0
area	other	1	0	0
rugby_league_team	other	1	0	0
amateur_wrestler	person	1	0	0
australian_rules_football_grand_final	other	1	0	0
khl_team	other	1	0	0
militare	other	1	1	0
space_station_module	place	1	0	0
quran_verse	other	1	0	0
distinction	other	1	0	0
verband	other	1	0	0
nba_team	other	1	0	0
parish	other	1	0	0
aerial_lift_line/color	other	1	0	0
us_court_case	other	1	0	0
soccer_league	other	1	0	0
intermodal_freight_transport	other	1	0	0
tram_depot	other	1	0	0
comics_elements	other	1	0	0
russian	other	1	0	0
unrecognized_state	other	1	0	0
french_canton	other	1	0	0
software_platform	artifact	1	0	0
invention	concepts	1	1	1
verkehrsbetrieb	other	1	0	0
herald	other	1	0	0
house_of_representatives_of_puerto_rico	other	1	0	0
senate_of_puerto_rico	other	1	0	0
world_games_sport	other	1	0	0
world_combat_games_sport	other	1	0	0
asian_indoor_and_martial_arts_games_sport	other	1	0	0
oha_team	other	1	0	0
science	other	1	0	0
australian_government	pol_mil_organization	1	0	0
fusion_device	other	1	0	0
phone	other	1	0	0
united_nations_security_council_election_even	event	1	0	0
drum_corps	other	1	0	0
mathematical_function	person	1	0	0
irrigation	other	1	0	0
symphony	other	1	0	0
gorge	other	1	0	0
trade_unionist	other	1	0	0
court_case_2	other	1	0	0
literary_festival	other	1	0	0
government_department	pol_mil_organization	1	0	0
livery_company	business	1	0	0
kraftwerk	other	1	0	0
movie_quote	other	1	0	0
esports_organization	pol_mil_organization	1	0	0
single_nucleotide_polymorphism	other	1	0	0
pbl	other	1	0	0
spanish_missions_in_the_americas	other	1	0	0
un	other	1	0	0
diacritic	other	1	0	0
defunct_company	business	1	0	0
historical_state	other	1	0	0
gun	other	1	0	0
law_enforcement_operations	pol_mil_organization	1	0	0
lgbt_party_wing	other	1	0	0
bowl_series	other	1	0	0
medicine	other	1	0	0
fountain	other	1	0	0
camera_mount	artifact	1	0	0
un_court_case	other	1	0	0
turkish_parliament	pol_mil_organization	1	0	0
historic_region	other	1	0	0
fam_tanimbar	other	1	0	0
european_games_sport	other	1	0	0
nc_name	other	1	0	0
physical_quantity	other	1	0	0
indian_jurisdiction	other	1	0	0
predictive_model	person	1	0	0
british_political_party	pol_mil_organization	1	0	0
space_programme	other	1	0	0
thai	other	1	0	0
years_in_athletics	other	1	0	0
night_vision_device	other	1	0	0
operating_system	other	1	0	0
schiff	other	1	0	0
schiff/basis	other	1	0	0
schiff/daten	other	1	0	0
schiff/antrieb	other	1	0	0
schiff/transport	other	1	0	0
schiff/sonstiges	other	1	0	0
neafl_season	other	1	0	0
celebrity	other	1	0	0
comics_set_and_title	other	1	0	0
standardref	other	1	0	0
catbreed	other	1	0	0
continent	other	1	0	0
convention_centre	other	1	0	0
ncaa_division_i_women's_basketball_season	other	1	0	0
sports_bid	other	1	0	0
isotope	other	1	0	0
national_touch_rugby_team	other	1	0	0
halacha	other	1	0	0
nba_biography	person	1	0	0
year_in_country	pol_mil_organization	1	0	0
insel	other	1	0	0
historical_continent	historical_period	1	0	0
last_name	other	1	0	0
media	other	1	0	0
gridiron_football_single_game	other	1	0	0
uniform_crime_reports	other	1	0	0
pan_american_games_torch_relay	other	1	0	0
web_browser	other	1	0	0
japanese_university_ranking	place	1	0	0
men's_college_basketball_team	place	1	0	0
chart_positions	other	1	0	0
cow_breed	other	1	0	0
nhl_team	other	1	0	0
data_structure-amortized	other	1	0	0
content_creator	other	1	0	0
storage_medium	other	1	0	0
solar_storm	event	1	0	0
chief_executive	other	1	0	0
tomato_cultivar	other	1	0	0
tornado_outbreak	event	1	0	0
annual_event	other	1	0	0
superbike_team	other	1	0	0
international_organization	pol_mil_organization	1	0	0
aquarium	other	1	0	0
shakey's_gvil	other	1	0	0
station/ni_railways	place	1	0	0
rail_network	other	1	0	0
scientifique	other	1	0	0
national_political_convention_logistics	other	1	0	0
lunar_crater_or_mare	other	1	0	0
european_commission	other	1	0	0
protoplanetary_nebula	other	1	0	0
polychoron	other	1	0	0
site	place	1	0	0
noble/wikidata	person	1	0	0
weather_event/fwc	event	1	0	0
deutsche_behörde	other	1	0	0
airshow	other	1	0	0
meteorite_subdivision	other	1	0	0
pennsylvania_historic_site	place	1	0	0
revolution	other	1	0	0
pali_text	other	1	0	0
console	other	1	0	0
tiktok_personality	other	1	1	0
naia_football_championship_series	other	1	0	0
art_school	place	1	0	0
suspect	other	1	0	0
medical_college	place	1	0	0
weather_event/nchmf	event	1	0	0
exam	other	1	0	0
china_station	place	1	0	0
animanga/anime	other	1	0	0
afc_championship_game	other	1	0	0
guitar_pickup	other	1	0	0
bus_accident	other	1	0	0
nfl_event	other	1	0	0
presidency	other	1	0	0
police	other	1	0	0
sorority	other	1	0	0
islamic_figure	other	1	0	0
episode	other	1	0	0
band	other	1	0	0
switzerland_municipality	place	1	0	0
animation_list_by_country	pol_mil_organization	1	0	0
millitary_conflict	event	1	0	0
ogham_inscription	other	1	0	0
mobile	other	1	0	0
political_coalition	other	1	0	0
christian_denominational_family	other	1	0	0
papal_conclave	other	1	0	0
neighbourhood	other	1	0	0
fictional_planet	other	1	0	0
statistical_method	other	1	0	0
ice_hockey_series	other	1	0	0
shakey's_gvil2	other	1	0	0
criminal_organisation	person	1	0	0
franchise	other	1	0	0
wetland	other	1	0	0
gamma-ray_burst	other	1	0	0
medical_school	place	1	0	0
muscle	other	1	0	0
nukes	other	1	0	0
skill_certificate	other	1	0	0
country_demographics	pol_mil_organization	1	0	0
vessel	artifact	1	0	0
world_university_games_event	place	1	0	0
academic_division	person	1	0	0
rally_driver	other	1	0	0
waterway	place	1	0	0
playboy_playmate	person	1	0	0
political_campaign	other	1	0	0
transport	other	1	0	0
new_hampshire_supreme_court_case	other	1	0	0
model_rail_scale	person	1	0	0
concert_series	other	1	0	0
engineering	other	1	0	0
university_of_notre_dame_residence_hall	place	1	0	0
international_football_tournament	other	1	0	0
periodical	other	1	0	0
olive_cultivar	other	1	0	0
basketball_official	other	1	0	0
lunar_mare	other	1	0	0
long_track_national_team	other	1	0	0
shakey's_super_league_tournament	other	1	0	0
too_long	other	1	1	0
recording_studio	other	1	0	0
theatre_company	business	1	0	0
film/wikidata	artifact	1	0	0
biodiversity	other	1	0	0
christian_branch	concepts	1	0	0
literary_award	other	1	0	0
weather_event/npmoc	event	1	0	0
tram_line	other	1	0	0
chipset	other	1	0	0
peerage_title	other	1	0	0
chemical	other	1	0	0
bar	other	1	0	0
beer	other	1	0	0
national_rugby_union	other	1	0	0
roman_emperor	person	1	0	0
martial_arts_organization	pol_mil_organization	1	0	0
political_role	other	1	0	0
congressman	other	1	0	0
standard	other	1	0	0
shopping_centre	other	1	0	0
rail_system-route	other	1	0	0
philcollfinals	other	1	0	0
border_port	place	1	0	0
musician	person	1	0	0
