infobox_type	count	was_included	include_in_future
nuclear_reactor	45	0	0
mascot	45	0	0
olympic_torch_relay	45	0	0
nfl_game	45	0	0
softball_team	45	0	0
ncaa_division_i_women's_volleyball_tournament	45	0	0
ecumenical_council	44	0	0
material	44	0	0
comics_in_other_media	44	0	0
medal_templates	44	1	1
collection	44	0	0
bottled_water	44	0	0
london_ward	44	0	0
national_softball_team	44	0	0
universiade_sport	44	0	0
year_in_combat_sports	44	0	0
continent	43	0	0
f1_engine_manufacturer	43	0	0
tram_route	43	0	0
comedy_group	43	0	0
years_in_athletics	43	0	0
asian_games_sport	43	0	0
ncaa_softball_tournament	43	0	0
ncaa_football_tournament	43	0	0
ncaa_sports_season	43	0	0
birth_control	42	0	0
neuron	42	0	0
supernova	42	0	0
cycling_hill_climb	42	0	0
association	42	0	0
aqueduct_navigable	42	0	0
manhua	42	0	0
league_system	42	0	0
senator	42	0	0
olympic_athletics_event	42	0	0
ncaa_softball_season	42	0	0
indian_state_or_territory	41	0	0
pyramid	41	0	0
medical_specialty	41	0	0
diacritic	41	0	0
meteorite_subdivision	41	0	0
nonprofit	41	0	0
indy500_1911to1941	41	0	0
garden	41	0	0
civil_servant	41	1	0
asian_games_event	41	0	0
ncaa_division_i_ice_hockey_rankings	41	0	0
data_structure	40	0	0
interval	40	0	0
audio_drama	40	0	0
wot_detainees	40	0	0
house	40	0	0
artificial_fly	40	0	0
railroad	40	0	0
electionph	40	0	0
climax_series	40	0	0
gridiron_football_team	39	0	0
halftime_show	39	0	0
tibetan-chinese	39	1	0
swc_event	39	0	0
electricity_sector	38	0	0
dmu	38	0	0
vfl_season	38	0	0
anglican_province	38	0	0
basketball_team	38	0	0
swim_team	38	0	0
urban_development	38	1	0
desalination_plant	38	0	0
youth_olympic_sport	38	0	0
nfl_team	37	0	0
martial_art_group	37	0	0
national_rugby_union	37	0	0
wheelchair_tennis_player	37	0	0
sw_comics	37	0	0
ncaa_division_i_fbs_season	37	0	0
americas_cup_competition	37	0	0
ski_tour_report	37	0	0
national_lacrosse_team	37	0	0
naia_football_season	37	0	0
australian_ward	37	0	0
cabinet_members	36	1	1
distributed_computing_project	36	0	0
integer_sequence	36	0	0
individual_space_vehicle	36	0	0
graphics_processing_unit	36	0	0
tractate	36	0	0
marching_band	36	0	0
triathlete	36	0	0
donkey	36	0	0
philgenchamp	36	0	0
sports_match	36	0	0
paralympic_sport	36	0	0
phrase	35	0	0
place_geography	35	0	0
soil	35	0	0
chord	35	0	0
olympic_bid	35	0	0
international_ice_hockey_federation_nation	35	0	0
player_of_english_billiards	35	1	0
professional_wrestling_promotion	35	0	0
brazilian_carnival	35	0	0
curling_competition	35	0	0
motion	34	0	0
grandslamtournamentsdisciplines	34	0	0
nflchamp	34	0	0
impeachment_process	34	1	0
scotus_cjcourt	34	0	0
olive_cultivar	34	0	0
hockey_awards	34	0	0
squash_wsf_tournament	34	0	0
uksc_case	34	0	0
wnbl_team_season	34	0	0
alternative_medicine	33	0	0
film_movement	33	0	0
web_browser	33	0	0
meteor_shower	33	0	0
medical_equipment	33	0	0
certification_mark	33	0	0
gridiron_football_single_game	33	0	0
mosconi_cup	33	0	0
national_afl_team	33	0	0
world_netball_championship	33	0	0
pretender	32	1	0
us_cabinet	32	0	0
nycs_service	32	0	0
lottery	32	0	0
civilian_award	32	0	0
vg_online_service	32	0	0
administrative_divisions_of_china	32	0	0
international_american_football_tournament	32	0	0
sgp_season	32	0	0
distillery	32	0	0
albanian_place	32	0	0
belgian_bowl	32	0	0
f1_nationality	32	0	0
tcr_international_series_round_report	32	0	0
rugby_europe_international_championships	32	0	0
colour	31	0	0
punctuation_mark	31	0	0
gem	31	0	0
sea	31	0	0
probability_distribution	31	0	0
animal_breed	31	0	0
professional_wrestling_event_series	31	0	0
wtcc_race	31	0	0
uaap_team_season	31	0	0
paris_by_night	31	0	0
mlb	30	0	0
nsp	30	0	0
greyhound	30	0	0
oha_team	30	0	0
particle_accelerator	29	0	0
chipset	29	0	0
aqueduct	29	0	0
sorority	29	0	0
cable	29	0	0
square	29	0	0
a1_grand_prix_team	29	0	0
rugby_league_football_match_(quarters)	29	0	0
identifier	28	0	0
nc_name	28	1	0
bible_chapter	28	0	0
concept	28	0	0
stanley_cup_finals	28	0	0
vg_system	28	0	0
reactor	28	0	0
american_championship_car_season	28	0	0
file_system	27	0	0
battery	27	0	0
climbing_area	27	0	0
acquisition	27	0	0
watch	27	0	0
ncaa_basketball_game	27	0	0
java_version	27	0	0
naia_division_i_football_season	27	0	0
naia_division_ii_football_season	27	0	0
comics_nationality	26	0	0
comics_elements	26	0	0
f1_team	26	0	0
expedition	26	1	0
quasar	26	0	0
egyptian_pyramid	26	0	0
hokkien_name	26	1	0
dual_roller_coaster	26	0	0
astronomical_object	26	0	0
charity	26	0	0
apostolic_exhortation	26	0	0
philippine_collegiate_team	26	0	0
icehockeyteamseason	26	0	0
philippines_court_case	26	1	0
kbo_player	26	0	0
ncaa_division_i-aa_season	26	0	0
art	26	0	0
standardref	25	0	0
chromosome	25	0	0
rune	25	0	0
location	25	0	0
students'_union	25	0	0
new_york_coa_case	25	0	0
paris_metro_line	25	0	0
video_games	25	0	0
basketball_association	25	0	0
nfl_cheerleaders	25	0	0
tennis_match	25	0	0
national_cerebral_palsy_football_team	25	0	0
eucom_spp	25	0	0
ncaa_volleyball_conference_tournament	25	0	0
mongolian_script_letter	25	0	0
equilibrium	24	0	0
knot_theory	24	0	0
martial_art_term	24	0	0
chancellor	24	0	0
candidate	24	1	0
single_nucleotide_polymorphism	24	0	0
currency_sign	24	0	0
office	24	1	0
theatre/wikidata	24	0	0
solar_cycles	24	0	0
afl_national_cup	24	0	0
national_football_team_season	24	0	0
supercomputer	23	0	0
cpu_socket	23	0	0
usfl_team	23	0	0
spree_killer	23	0	0
region	23	0	0
semitic_letter	23	0	0
btcc_record	23	0	0
conference	23	0	0
scotus_nomination	23	0	0
sports_tournament	23	0	0
field_hockey_league_season	23	0	0
npf_draft	23	0	0
philippine_super_liga_conference	23	0	0
netball_quad_series	23	0	0
ncaa_philippines_team_season	23	0	0
polygon	22	0	0
national_flag	22	0	0
korean/auto	22	1	1
swimming_association	22	0	0
frc_game	22	0	0
us_cabinet_official	22	0	0
goldfish_breed	22	0	0
roller_coaster/extend	22	0	0
legal_case	22	0	0
real_tennis_player	22	0	0
molecular_geometry	22	0	0
domestic_cricket_season	22	0	0
hymnal	22	0	0
little_league_world_series_qualification	22	0	0
united_states_proposed_legislation	22	0	0
ncaa_division_i_fcs_season	22	0	0
british_academy_video_games_awards	22	0	0
magic:_the_gathering_pro_tour_season	22	0	0
code	21	0	0
demographics	21	1	1
telecommunications_network	21	0	0
nukes	21	0	0
shooting_sport	21	0	0
rare_stamps	21	0	0
military_officer	21	1	1
olympic_water_polo_tournament	21	0	0
derecho	21	0	0
former_f1_team	21	0	0
sports_conference	21	0	0
gaa_overseas_club	21	0	0
bus_route	21	0	0
comics_creator_biblio	21	0	0
curling_season	21	0	0
cycling_championships	21	0	0
hill	20	0	0
tomato_cultivar	20	0	0
exhibition	20	0	0
sports_division	20	0	0
fictional_business	20	0	0
gotra	20	0	0
concert_tour	20	0	0
national_people's_congress	20	0	0
canton_de_france	20	0	0
national_kabaddi_team	20	0	0
tennis_player	20	0	0
mlb_home_run_derby	20	0	0
synchronized_skating_team	20	0	0
ncaa_division_i_ice_hockey_season	20	0	0
football_club_season2	20	0	0
pan_american_games_bid	20	0	0
hanacaraka	20	0	0
bill	20	0	0
intersex_rights	20	0	0
calendar_date_today	19	0	0
navigation_satellite_system	19	0	0
indycar_team	19	0	0
body_process	19	0	0
comics_set_index	19	0	0
neighborhood	19	0	0
comics_set_and_title	19	0	0
f1_constructor	19	0	0
b&o_named_trains	19	0	0
fictional_family	19	0	0
expedition/wikidata	19	0	0
ladies'_football_all-ireland	19	0	0
ngo	19	0	0
tennis_player_season_2	19	0	0
biathlon_championships	19	0	0
world_championships_in_athletics_event	19	0	0
pvl_conference	19	0	0
periodic_table_group	18	0	0
dialect	18	0	0
sailing_team	18	0	0
whitewater_course	18	0	0
monstertruck	18	0	0
noh	18	0	0
isle_of_man_tt_races	18	0	0
united_states_presidential_transition	18	0	0
minor_football_all-ireland	18	0	0
parish_pt	18	0	0
multigame_series	18	0	0
rc_car_race_report	18	0	0
baseball_league_championship_series	18	0	0
t1_league_season	18	0	0
cuisine	17	0	0
u.s._presidential_commission	17	0	0
card_suit	17	0	0
d&d_character_class	17	0	0
chile_cabinet	17	1	1
effects_unit	17	0	0
vacuum_tube	17	0	0
athletics_series	17	0	0
speech	17	0	0
cricket_final	17	0	0
rock_band_dlc	17	0	0
un	17	0	0
ncaa_soccer_rankings	17	0	0
baseball_league_division_series	17	0	0
astronomical_formation	16	0	0
celts_of_england	16	0	0
non-integer_number	16	0	0
gender_and_sexual_identity	16	0	0
comics_genre	16	0	0
vg_character	16	0	0
u_sports_football_team	16	0	0
mlb_mascot	16	0	0
dungeons_&_dragons_module	16	0	0
shipping_job	16	0	0
sura	16	1	0
indian_elections	16	0	0
bank	16	0	0
face-uniform_tiling	16	0	0
continental_cup	16	0	0
american_football_game	16	0	0
expansion_draft	16	0	0
water_resources_management	16	0	0
bfl_season	16	0	0
under-20_football_all-ireland	16	0	0
ministry	16	0	0
cabinet	16	0	0
odissi_raga	16	0	0
afl_queensland_season	16	0	0
saxophone	15	0	0
cloud_type	15	0	0
communist_organ	15	0	0
incumbency	15	1	1
district	15	0	0
naturraum_in_deutschland	15	0	0
lens_design	15	0	0
superbike_team	15	0	0
football_tournament_at_games	15	0	0
world_bowl	15	0	0
cricket_season	15	0	0
amusement_ride	15	0	0
mining	15	0	0
group	15	0	0
esl_club	15	0	0
fia_formula_two_championship_race_report	15	0	0
sec_season	15	0	0
pseudoscience	14	0	0
regulated_ppe	14	0	0
movie_quote	14	0	0
hill_of_rome	14	0	0
synoptic_hypothesis	14	0	0
f1_race	14	0	0
feud	14	0	0
mancala	14	0	0
avionics	14	0	0
disease	14	0	0
capoeira_technique	14	0	0
gpu_microarchitecture	14	0	0
nippon_professional_baseball_season	14	0	0
ncaa_division_i_basketball_season	14	0	0
winter_season	14	0	0
naia_football_championship_series	14	0	0
winter	14	0	0
ncaa_division_ii_ice_hockey_tournament	14	0	0
deutsche_tourenwagen_masters_round_report	14	0	0
tpbl_season	14	0	0
province_or_territory_of_canada	13	0	0
beer_style	13	0	0
sexuality	13	0	0
nature_reserve	13	0	0
clinical_trial	13	0	0
space_shuttle	13	0	0
loyalty_program	13	0	0
volcanic_hotspot	13	0	0
us_legislation	13	0	0
baseball_championship_tournament	13	0	0
theater	13	0	0
tram_depot	13	0	0
afl_championship	13	0	0
hound_pack	13	0	0
soccer_tournament_season	13	0	0
speedway_league	13	0	0
wnba_team_season	13	0	0
aviation_in_region	13	0	0
icc_situation	13	0	0
all-africa_games_event	13	0	0
word	13	0	0
women's_cricket_tour	13	0	0
international_touring_car_championship_round_report	13	0	0
olympic_gymnastics_event	13	0	0
tasmanian_football_season	13	0	0
botanical_product	12	0	0
weather_type	12	0	0
irc_network	12	0	0
joke	12	0	0
america's_cup_team	12	0	0
awards_list/custom	12	1	1
alternative_intervention	12	0	0
playwright	12	0	0
wargame	12	0	0
martial_art_form	12	0	0
eu_accession_bid	12	0	0
entertainer	12	0	0
machinima	12	0	0
zodiac	12	0	0
producer_discography	12	1	0
gaelic_games_tournament	12	0	0
statue	12	0	0
foundation	12	0	0
ncaa_division_i-a_season	12	0	0
english_case	12	0	0
scotus_case/courts	12	0	0
sports_centre	12	0	0
archive	12	0	0
npb_season	12	0	0
schutzgebiet	12	0	0
politburo	12	0	0
six-man_football_league_season	12	0	0
orienteering_world_cup	12	0	0
superstars_series_round_report	12	0	0
south_asian_games_event	12	0	0
fencing_competition	12	0	0
app	12	0	0
publication	11	0	0
medical_speciality	11	0	0
gunpowder_plot	11	0	0
heteropolypeptide	11	0	0
south_african	11	1	0
space_programme	11	0	0
dalai_lama	11	1	0
weather	11	1	1
water_buffalo_breed	11	0	0
australian_rules_football_league	11	0	0
d&d_module	11	0	0
power_plant	11	0	0
computing_standard	11	0	0
nba_team	11	0	0
service_record	11	0	0
confederate_state_acw	11	0	0
aoe	11	0	0
international_korfball_competition	11	0	0
table_tennis_event	11	0	0
wtcc_race_report	11	0	0
militärischer_konflikt	11	0	0
wnba_all-star_game	11	0	0
first_robotics_competition_game	11	0	0
ufl_team	11	0	0
sports_governing_body	11	0	0
ncaa_wrestling_tournament/event	11	0	0
truck	11	0	0
data_structure-amortized	10	0	0
spanish_missions_in_the_americas	10	0	0
nationality	10	0	0
planetary_nebula	10	0	0
commander	10	1	1
memory	10	0	0
bowl_series	10	0	0
bird/population	10	0	0
chile_cabinet_historical	10	1	1
secretary-general	10	0	0
philippine_mythology	10	0	0
marae	10	0	0
reenactment_group	10	0	0
videogame	10	0	0
fictional_character	10	0	0
irrigation	10	0	0
nhs_foundation_trust	10	0	0
insel	10	0	0
maginot_line	10	0	0
international_futsal_competition	10	0	0
sports_bid	10	0	0
fishery	10	0	0
synagogue	10	0	0
discography	10	0	0
spikers'_turf_conference	10	0	0
national_indoor_hockey_team	10	0	0
wnba_finals_summary	10	0	0
afl_women's_season	10	0	0
marine_ecoregion	10	0	0
ice_show	10	0	0
northern_territory_football_season	10	0	0
logical_connective	9	0	0
fieldbus_protocol	9	0	0
heraldic_knot	9	0	0
arabic_term	9	0	0
heraldic_tincture	9	0	0
bird	9	0	0
cricket_club	9	0	0
musical_interval	9	0	0
historic_engine	9	0	0
european_commission	9	0	0
afl_season	9	0	0
tibetan	9	0	0
control_chart	9	0	0
diver	9	0	0
night_vision_device	9	0	0
afl2	9	0	0
rna_family	9	0	0
cathedral	9	0	0
triathlon_world_cup	9	0	0
military	9	0	0
ncaa_ice_hockey_team_season	9	0	0
wild_card	9	0	0
national_american_football_team	9	0	0
baseball_league_wild_card_game	9	0	0
early_basketball_season	9	0	0
sport_climbing_competition	9	0	0
sports_game	9	0	0
abortion_method	8	0	0
profanity	8	0	0
motorsport_round	8	0	0
bbc_nation_or_region	8	0	0
inscription	8	0	0
tract	8	0	0
antipope	8	0	0
russian_term	8	0	0
six_heretical_teachers	8	1	0
regular_tuning	8	0	0
football_competition	8	0	0
diplomatic_crisis	8	0	0
societies	8	0	0
united_states_federal_legislation	8	0	0
metropolitan_area	8	0	0
aflchamp	8	0	0
uniformed_officer	8	1	1
cinema	8	0	0
football_player	8	0	0
rail_franchise	8	0	0
senate_of_puerto_rico	8	0	0
pbl	8	0	0
kabaddi_league	8	0	0
asian_games_bid	8	0	0
sport_tournament_bid	8	0	0
hurling_team_season	8	0	0
bbl_season	8	0	0
baseball_league_wild_card_series	8	0	0
national_kho_kho_team	8	0	0
scc_cjcourt	8	0	0
gaming_console	7	0	0
hindu_term	7	0	0
polychoron	7	0	0
agricultural_production	7	0	0
element/symbol-to-electron-configuration	7	0	0
game_series	7	0	0
juggling_pattern	7	0	0
soccer_tournament	7	0	0
combat_robot	7	0	0
pastor	7	1	0
high_explosive_test	7	0	0
performer	7	0	0
lgbt_party_wing	7	0	0
italian_wine	7	0	0
japanese_snack	7	0	0
books	7	0	0
sg_rail	7	0	0
trade_union	7	0	0
magic:_the_gathering_set	7	0	0
archive/wikidata	7	0	0
lgbtq_rights	7	0	0
telephone_area_code	7	0	0
asian_comic_series	7	0	0
4-polytope	7	0	0
stellar_association	7	0	0
windsurfer	7	0	0
railway_line	7	0	0
ep	7	0	0
wrc_team	7	0	0
tv_channel	7	0	0
pigeon_breed	7	0	0
national_pitch_and_putt_team	7	0	0
year_in_athletics	7	0	0
state_sc_justice	7	0	0
thai	7	1	0
long_track_national_team	7	0	0
afl_lightning_premiership	7	0	0
national_racquetball_team	7	0	0
nfl_coach	7	0	0
internet_personality	7	0	0
sharee	7	0	0
fiba_tourney/africa_u-16	7	0	0
sars-cov-2_variant	7	0	0
turkish_makam	7	0	0
oils	6	0	0
quality_tool	6	0	0
gwr	6	0	0
tartan	6	0	0
sanitation_technology	6	0	0
world_series	6	0	0
dim	6	0	0
periodical	6	0	0
horse_color	6	0	0
golf_course	6	0	0
national_wheelchair_rugby_team	6	0	0
disc_golf_course	6	0	0
territorium_im_heiligen_römischen_reich	6	0	0
medieval_scottish_diocese	6	0	0
gaelic_games_province	6	0	0
guitar_pickup	6	0	0
worldscouting/uniform	6	0	0
ukrainian_legislative_office	6	1	0
vietnamese_name	6	0	0
en_standard_details	6	0	0
football_team	6	0	0
multi-gene_haplotype	6	0	0
heteroisoform	6	0	0
court_case_2	6	0	0
ftc_game	6	0	0
reservoir	6	0	0
railway	6	0	0
monoisoform	6	0	0
miracle	6	0	0
nhs_trust	6	0	0
uniform_crime_reports	6	0	0
pan_american_games_torch_relay	6	0	0
msp	6	0	0
national_sitting_volleyball_team	6	0	0
state_opening	6	0	0
county_at_gymnastics_event	6	0	0
populated_place	6	0	0
personal_bibliography	6	0	0
igtc_race_report	6	0	0
street/route	6	0	0
bertrand_russell	5	1	1
romanization	5	0	0
fictional_element	5	0	0
lunar_crater_or_mare	5	0	0
music_of_nepal	5	0	0
premier	5	0	0
keyboard	5	0	0
gorge	5	0	0
territory	5	0	0
tal	5	0	0
theory	5	0	0
convention_centre	5	0	0
motorsport_formula	5	0	0
v8_supercar_team_closed	5	0	0
austrian_cabinet	5	0	0
limeskastell	5	0	0
afl_pre-season	5	0	0
field_hockey_team	5	0	0
commonwealth_games_bid	5	0	0
chinese/blank	5	0	0
1920s_nhl_team_season	5	0	0
agreement	5	0	0
gp2_asia_round_report	5	0	0
independent_baseball_team	5	0	0
norwegian_national_political_conventions	5	0	0
asian_games_torch_relay	5	0	0
2011–2012_saudi_arabian_protests	5	0	0
2011–2012_saudi_arabian_protests/refs	5	0	0
phone	5	0	0
eurovision	5	0	0
korean_series	5	0	0
house_of_representatives_of_puerto_rico	5	0	0
natural_region	5	0	0
united_states_impeachment_trial	5	0	0
composition	5	0	0
smartwatch	5	0	0
pvl_conference2	5	0	0
australian_federal_parliaments	5	0	0
aiaw_basketball_rankings	5	0	0
u.s._impeachment_inquiry	5	0	0
fcf_season	5	0	0
football_referee	5	1	0
hottest_100	5	0	0
cpu_series	5	0	0
ncaa_wrestling_tournament	5	0	0
temperate_season	4	0	0
console	4	0	0
too_large	4	1	1
grandslamtournaments	4	0	0
education_by_place	4	0	0
cardinal	4	0	0
military_post	4	0	0
comics_location	4	0	0
subbox_bodystyle	4	0	0
rebreather	4	0	0
wifi_network	4	0	0
genetically_modified_organism	4	0	0
serial_publication	4	0	0
singles_professional_wrestling_match	4	0	0
fusion_device	4	0	0
voting_rights	4	0	0
literary_award	4	0	0
chinese/header	4	1	1
chinese/footer	4	1	1
paintball_marker	4	0	0
ice_hockey_series	4	0	0
canadiansenator	4	0	0
area	4	0	0
dab_ensemble	4	0	0
supercars_championship_team	4	0	0
new_hampshire_supreme_court_case	4	0	0
doll	4	0	0
refinery	4	0	0
family_name	4	0	0
rathayatra	4	0	0
greek_place	4	0	0
rugby_union_club	4	0	0
official_football_team	4	0	0
muslim_scholars	4	0	0
hostel	4	0	0
fictional_object	4	0	0
arenafootballsinglegameheader	4	0	0
algerian_names	4	0	0
shogi_tournament	4	0	0
taiwan_series	4	0	0
artificial_intelligence	4	0	0
ufl	4	0	0
hunt	4	0	0
military_exercise	4	0	0
military_aviation_unit	4	0	0
soccer_club	4	0	0
sprungschanze	4	0	0
boxing_team	4	0	0
designation	4	0	0
neafl_season	4	0	0
state_gun_laws	4	0	0
mma_training_associations	4	0	0
nz_legislation	4	0	0
canyon	4	0	0
state_award	4	0	0
iptl_team_season	4	0	0
fiba_tournament_bid	4	0	0
din	4	0	0
soccer_match	4	0	0
chartplatzierungen	4	1	0
cdl_team_season	4	0	0
olympic_cycling_event	4	0	0
titulardiocese	4	0	0
list_of_episodes	4	0	0
srx_race_report	4	0	0
league_season	4	0	0
antigua_and_barbuda_place	4	0	0
software_licence	3	0	0
nfl_event	3	0	0
probability_distribution_2	3	0	0
number_system	3	0	0
punctuation	3	0	0
soccer_league	3	0	0
alternative_interventions	3	0	0
new_york_cabinet	3	1	1
witness_protection	3	0	0
uyghur	3	1	0
historic_region	3	0	0
crown_jewels	3	0	0
alternative_condition	3	0	0
comics_species_and_title	3	0	0
administrative_divisions_of_russian_federal_subject	3	0	0
cricket_rankings	3	0	0
home_rule	3	0	0
yacht_race	3	0	0
operating_system	3	0	0
varianceanalysis_variancebox	3	0	0
varianceanalysis_varianceboxrec	3	0	0
wyoming_cabinet	3	1	1
training_course	3	0	0
laser_module	3	0	0
magnetosphere	3	0	0
wla_team	3	0	0
administrative_division	3	0	0
swiss_constitution	3	0	0
franchise	3	0	0
political_role	3	0	0
sport_centre	3	0	0
aquarium	3	0	0
ogham_inscription	3	0	0
british_computerised_railway_ticket_system	3	0	0
moshav	3	0	0
ski_tour	3	0	0
aviation	3	0	0
exam	3	0	0
celebrity	3	0	0
too_long	3	1	0
speaker	3	0	0
rugby_league_team	3	0	0
chemical	3	0	0
polish_coat_of_arms	3	0	0
floorball_tournament	3	0	0
albania_place	3	0	0
holocaust_ghetto	3	0	0
ncaaicehockeyteamseason	3	0	0
airliner_incident	3	0	0
alternative_diagnosis	3	0	0
us_court_case	3	0	0
aerial_lift_line/color	3	0	0
uflchamp	3	0	0
state_sc_associate_justice	3	0	0
letter	3	0	0
russian	3	1	1
electrolysis	3	0	0
local_impacts	3	0	0
philippine_super_liga_conference2	3	0	0
portugal_place	3	0	0
waterbody	3	0	0
deutsche_behörde	3	0	0
rally_driver	3	0	0
typhoon_small	3	0	0
aseanbl_season	3	0	0
official_event	3	0	0
usa_team_handball_rankings	3	0	0
european_pool_championships	3	0	0
earthquakes_in_decade	3	0	0
death	3	0	0
dataset	3	0	0
bus_terminal	3	0	0
colombia_cabinet	3	0	0
league	3	0	0
crater	3	0	0
incident	3	0	0
paranormal_creature	3	0	0
military_campaign	3	0	0
state	2	0	0
communist_political_system	2	0	0
neodymium_isotopes	2	0	0
oxygen	2	0	0
theological_work	2	0	0
quantity	2	0	0
kommunestyre	2	0	0
germany_district	2	0	0
medicine	2	0	0
algerian_names/embed	2	0	0
finite_projective_plane	2	0	0
canadian_legislation	2	0	0
exoskeleton	2	0	0
suspect	2	0	0
alternative_medical_intervention	2	0	0
drug_mechanism	2	0	0
youtube	2	1	1
lingayat_leader	2	0	0
weather/concise_c	2	0	0
desert	2	0	0
standard	2	0	0
mtgblockset	2	0	0
painter	2	0	0
herald	2	0	0
canadian_senator	2	0	0
boxcrawler	2	0	0
pressure_suit	2	0	0
british_touring_car_championship_record	2	0	0
mobile	2	0	0
nvc_community	2	0	0
light_fixture	2	0	0
skill_certificate	2	0	0
radio	2	0	0
alternative_medical_diagnosis	2	0	0
docking_mechanism	2	0	0
gpcr	2	0	0
sports_in_region	2	0	0
recording_studio	2	0	0
hash_function	2	0	0
band	2	0	0
scotus_appointments	2	1	1
quebecmna	2	0	0
international_football_tournament	2	0	0
theorem	2	0	0
historic_area	2	0	0
antibody	2	0	0
prince	2	1	0
aus_sport_club	2	0	0
content_creator	2	0	0
last_name	2	0	0
egyptian_governorate	2	0	0
police	2	0	0
animanga/anime	2	0	0
new_testament_manuscript	2	0	0
--	2	1	0
verkehrsbetrieb	2	0	0
wind_farm	2	0	0
busline	2	0	0
planetarium	2	0	0
first_lego_league_challenge	2	0	0
scotuk_case	2	0	0
presidency	2	0	0
un_court_case	2	0	0
christian_denominational_family	2	0	0
personnalité_militaire	2	1	1
accounting_body	2	0	0
pm	2	0	0
cpbl_player	2	0	0
fiba_3x3_tourney	2	0	0
hochschule	2	0	0
first_tech_challenge_game	2	0	0
rugby_tour	2	0	0
pba_team	2	0	0
london_cycleway	2	0	0
trade_unionist	2	0	0
chairman	2	0	0
massachusetts_senate_district	2	0	0
gletscher	2	0	0
verein	2	0	0
voie_parisienne	2	0	0
nationalpark	2	0	0
tour_rugby_league	2	0	0
bus_accident	2	0	0
italy_frazione	2	0	0
revolution	2	0	0
commonwealth_games_queen's_baton_relay	2	0	0
emission_nebula	2	0	0
fcf_team	2	0	0
disney_ride	2	0	0
blog	2	0	0
ski_resort	2	0	0
professor	2	0	0
hymn	2	0	0
laser_aiming_module	2	0	0
bodybuilding_contest	2	0	0
turf_race	2	0	0
volleyball_game	2	0	0
application	2	0	0
handball_league	2	0	0
medical_test	2	0	0
parti_politique_français/couleurs	2	1	1
space_mission	2	0	0
